날짜,출처,제목,본문 요약 ,URL
2020.02.12.,뉴시스,[오늘의 주요일정］제주(2월12일 수요일),"4시 제주도의회 환경도시위 제2공항 건설갈등해소를 위한 특별위원회 및 전문가위원회 개최, 도의회 위원회실 ▲오후 5시30분 한국지엠 제주 직영 부품판매소 폐쇄 관련 간담회, 화북공단 쉐보레 3층 회의실 ☞공감언론...",http://www.newsis.com/view/?id=NISX20200211_0000915898&cID=10813&pID=10800
,연합뉴스언론사,제주 무사증 입국 일시 중단…관광업계 역대급 위기,신종코로나 사태가 길어져 무사증 입국 중단이 장기화한다면 제주 관광업계에 '찬물' 정도가 아닌 '혹한'의 역대급 위기가 될 수 있다. 한국과 중국 간 갈등이 최고조에 달했던 2017년 당시 중국인 관광객의 빈 자리를 국내...,http://yna.kr/AKR20200202045100056?did=1195m
2020.01.31.,제주의소리,"고병수 ""제주 도시공원 민간특례사업 중단해야""","제주도의 또 다른 갈등현안을 발생할 수 있다""고 지적했다. 고 예비후보는 ""제주도는 2018년도에 도시공원 모두를 매입하겠다고 공언한 바 있다. 이제라도 건설업자가 아닌 도민들과 머리를 맞대고 보존대책을 세워야 한다...",http://www.jejusori.net/news/articleView.html?idxno=311336
2020.02.11.,제주의소리,'제주에 살어리랏다'던 그들은 왜?,"막연한 동경심에 이끌렸다가 허망하게 돌아가는 경우가 있는가 하면, 지역민과 갈등을 빚는 사례도 종종 목격됐다. 제주도의 '2018년 제주사회 조사 및 사회지표'를 주목할 필요가 있다. 제주도민이 인구 유입에 대해...",http://www.jejusori.net/news/articleView.html?idxno=311750
2020.01.03.,뉴스1,"""제2공항 갈등해소 협조를""…제주도의회, 원희룡 면담 요청",제주도의회 제2공항 건설 갈등 해소를 위한 특별위원회가 3일 원희룡 제주도지사에게 제주도정의 협조를 구하는 면담을 공식 요청하는 등 관계 개선에 나서 주목된다. 특위는 이날 오후 도의회 회의실에서 제5차 회의를...,http://news1.kr/articles/?3808213
2020.01.14.,뉴스1,"""대규모 민간개발, 제주발전 기여도 낮고 갈등 유발""","9%와 68.1%로 조사됐다. 제주도는 이에 따라 올해 조직개편시 갈등관리 전담부서 설치를 적극 검토하고 있고, 갈등관리 조례는 현재 전문가 검토를 거쳐 초안 작성 중이다.",http://news1.kr/articles/?3816566
,경향신문언론사,"원희룡 “대통령, 남자 박근혜 느낌” 발언에···민주당제주도당·송재호 ‘발끈’","이어 “도지사라는 직책을 망각하지 말고, 제주를 돌아보고 갈등을 해결하기 위해 노력하는 모습을 도민께 보여주길 바란다”며 “지금은 예능프로그램에 출연해 정치인으로서의 자신을 홍보하기보다 제주도정을 살피는...",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201911281819001&code=620117
2020.02.05.,연합뉴스,"'민주 복당' 송재호 前균형발전위원장 ""제주서 자치분권 실천""","송 전 위원장은 ""야당 도지사가 가진 한계 속에서 제주호가 가고자 하는 목적지는 여전히 모호하고, 제대로 가지도 못한 채 갈등으로 소중한 지역공동체가 흔들리는 실정""이라며 ""문재인 정부의 중심 국정과제인 제주 4...",http://yna.kr/AKR20200205113100001?did=1195m
2020.01.14.,뉴시스,"부승찬 전 국방장관 정책보좌관, 제주시을 출마선언","부 전 정책보좌관은 “평화의 섬, 자연의 섬이었던 제주는 소외된 섬, 갈등의 섬이 됐다. 누구도 제주 문제에 대한 협의와 합의의 장을 만들지 못하고 있고, 설득과 타협의 정치는 사라졌다”면서 “갈등과 극한 대립으로...",http://www.newsis.com/view/?id=NISX20200114_0000888157&cID=10813&pID=10800
2020.01.03.,노컷뉴스,"원희룡 ""오리온, 제주 무시하며 국내판매하면 공급 중단""",특히 오리온측이 사업계획서를 제출하라는 제주도의 요청을 받아들이지 않은 상태여서 용암수를 둘러싼 오리온과 제주도의 갈등 양상은 더욱 첨예해질 전망이다. 원희룡 지사는 3일 오전 제주도청 기자실에서...,https://www.nocutnews.co.kr/news/5267709
2019.12.10.,뉴시스,제주도의회 “제2공항 갈등해소 용역비 3억원 재검토 유감”,제주도의회 제2공항 건설 갈등해소 특별위원회가 10일 ‘제2공항 건설 갈등 해소방안 연구조사 학술용역심의 재심의 결정에 따른 입장문'을 내고 “제주도 학술용역심의위원회가 사실상 예산 편성을 거부한 것은 원희룡...,http://www.newsis.com/view/?id=NISX20191210_0000855828&cID=10813&pID=10800
2020.02.02.,제주신보,"""제주 미래 준비, 문제 있는 곳 피하지 않는 정치인""",-제주 제2공항 건설 갈등에 대한 입장과 해결 방안은. ▲지난 1월 22일 출마 기자회견에서 이에 대한 입장은 분명하고 확실하게 밝혔다. 제2공항의 문제는 발상의 전환에서 시작돼야 한다. 찬성과 반대로 얼룩져서 봉합하기...,http://www.jejunews.com/news/articleView.html?idxno=2156013
,경향신문언론사,제주도의 '불청객' 제주 제2공항…난개발과 개발 사이,결국 제주 제2공항을 둘러싼 갈등은 ‘개발’을 어떻게 바라볼지의 문제로 압축된다. 개발이 더 나은 삶을 보장한다는 믿음과 이제 개발보다는 지속가능한 삶을 생각해야 한다는 생각의 차이다. 결국 갈등을 해소하려면...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201911231042021&code=920100
2019.12.24.,연합뉴스,제주 최대 공기업 시설공단 설립조례안 본회의 상정보류,"김 의장은 ""재정이 어려운 현 제주 상황에서 (시설공단 설립은) 도민 혈세 낭비와 재정압박의 큰 요인이 될 수 있으며 이해 당사자간 합리적인 협의가 없는 현 상태에서 제주 공직사회마저 새로운 갈등으로 몰아넣을 수...",http://yna.kr/AKR20191224116500056?did=1195m
,프레시안언론사,"제주 오라리, 숨겨진 진실","그러나 예고된 갈등이었다. 일본은 구한말과 일제강점기 35년, 8.15 광복과 분단체제, 그 이후 70년의 강고한... 이를 위해 연대본부 내에 1개소, 제주읍 비행장 인근에 1개소의 귀순자 수용소를 설치하되, 군대가 직접...",http://www.pressian.com/news/article.html?no=268636&utm_source=naver&utm_medium=search
,KBS언론사,세계적 석학 ‘촘스키’도 “제주 제2공항 반대” 왜?,■제주 제2공항 둘러싼 갈등 왜? 제주 제2공항은 국토교통부에서 추진한 제주 공항인프라 사전타당성용역을 통해 2015년 11월에 현재의 서귀포시 성산읍으로 결정됐다. 여의도 면적 두 배와 맞먹는 545만 ㎡ 규모 부지에...,http://news.kbs.co.kr/news/view.do?ncd=4346407&ref=A
2019.11.20.,연합뉴스,"제주도의회 2공항 갈등해소특위, 결의안채택 목표로 본격 활동","도민의견 수렴 검토, 조사·연구, 갈등해소 방안 마련 제주도의회 제2공항 건설 갈등 해소 특별위원회가 구성 결의안을 채택해 본격 활동에 돌입했다. 제주도의회 제2공항 건설 갈등 해소를 위한 특별위원회(이하 도의회...",http://yna.kr/AKR20191120050800056?did=1195m
2019.12.18.,프레시안,제주도의회 제2공항 특위 세부 일정 논의,제주도의회 제2공항 건설 갈등해소특별위원회는 18일 환경도시위원회 회의실에서 제3차 회의를 열고 세부활동 일정 계획 채택과 중앙부처 방문의건에 대해 논의했다. 박원철 위원장은 회의에 앞서 지난 16일 제2공항 특위...,http://www.pressian.com/news/article.html?no=270497&utm_source=naver&utm_medium=search
2020.02.09.,노컷뉴스,'이념 갈등'의 원류 짚어낸 뮤지컬 '여명의 눈동자',"특히 작품은 '제주 4.3 사건'을 표현하는 데 많은 시간을 할애했다. 이념 갈등의 문제로 형제, 자매의 목숨을 빼앗아야 했던 비극의 역사는 무대 위에 오롯하게 구현됐다. 노성우 연출은 지난달 30일 서울 종로구 광화문...",https://www.nocutnews.co.kr/news/5286052
2020.01.30.,노컷뉴스,"오리온 제주용암수, 하루 300톤 국내판매길 열려","오리온 제주용암수 시판이 가정배달과 전자상거래를 조건으로 일정량의 국내 판매가 허용, 제주용암수를 둘러싼 갈등이 일단락됐다. 원희룡 제주지사가 오리온 용암수의 국내 판매에 대해 ""제주도를 무시하고 국내...",https://www.nocutnews.co.kr/news/5280566
12면1단,한겨레,"제주도민 56% ""제주 2공항 건설 반대""","또 2공항 갈등해결을 위해 제주도의회가 추진하고 있는 도민의견수렴 방안에 대해서는 찬성 의견이 76.0%로 반대(12.4%)보다 6배 이상 많았다. 도민회의는 이번 조사 결과를 근거로 정부 부처와 청와대, 국회 등에...",http://www.hani.co.kr/arti/society/society_general/925262.html
2020.01.30.,메디컬투데이,"오리온, 제주도와 갈등 마무리…제주용암수 온라인·B2B·면세점 판매",［메디컬투데이 신현정 기자］ ‘오리온 제주용암수’ 국내 판매를 놓고 공방을 벌이던 오리온과 제주도의 갈등이 드디어 마무리됐다. 오리온은 제주특별자치도청과 미네랄워터 ‘오리온 제주용암수’의 국내 판매에...,http://www.mdtoday.co.kr/mdtoday/index.html?no=376246
2020.01.30.,아시아경제,"제주도와 갈등 봉합…오리온, 제주용암수 판매 본격 “중국·베트남 진출""",오리온이 제주특별자치도청과 프리미엄 미네랄워터 ‘오리온 제주용암수’의 국내 판매에 대한 협상을 드디어 마무리 짓고 본격적인 판매에 나선다고 30일 밝혔다. 국내의 경우 프리미엄 제품 이미지를 강화하기 위해...,https://view.asiae.co.kr/article/2020013010344723206
,파이낸셜뉴스언론사,문재인 대통령 ‘제2공항’ 발언…제주도·반대 측 엇갈린 해석,"문 대통령은 이날 제2공항 갈등과 공론화 필요성에 대한 질문에 “제주에서 가장 큰 갈등 사안이 제2공항 문제일 텐데 사실 정부가 그 문제에 기존 공항을 확장할 것이냐, 제2공항을 마련할 것이냐 직접적으로 개입하기는...",http://www.fnnews.com/news/201911201412489200
2020.02.13.,뉴스제주,"박희수 ""제주, 5차 산업혁명 선도지역 만들 것""","4.15총선에서 제주시갑 선거구에 출마한 더불어민주당 박희수 예비후보가 ""제주를 5차 산업혁명의... 보유 △이념ㆍ지역ㆍ계층 갈등 없는 도민화합 산업 △대규모 일자리 창출 가능성 등을 꼽았다. 박 예비후보는 ""5차...",http://www.newsjeju.net/news/articleView.html?idxno=339802
A11면,경향신문,"제주 ‘이주 열풍’, 8년 만에 시들해졌다","주택 마련 비용이 크게 상승한 데다 인구 증가로 대도시와 다를 바 없는 교통혼잡과 주차난, 일자리 부족, 대규모 개발사업에 따른 환경훼손과 주민갈등 등이 잇따르면서 ‘제주 이주 매력’이 반감된 셈이다....",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202001302128005&code=620117
2020.02.10.,제주의소리,'제주외고 일반고 전환' 공론화 돌입...4월말 결과 도출,"한편, 지난 7일 제주도의회 강충룡·부공남·김창식 의원 등의 주재로 열린 간담회에서 제주외고 학부모·동문 등은 제주외고의 존치를 주장하고 나서면서 갈등을 예고한 바 있다.",http://www.jejusori.net/news/articleView.html?idxno=311706
2020.02.11.,제주의소리,"강은주 민중당 도당위원장, 제주시을 출사표...""평화의섬""","강 위원장은 ""주민갈등, 도민갈등을 부추기면서 제2공항을 짓겠다고 하고, 편을 가르고, 삶의 터전을 파괴하고, 공동체를 무너뜨리고 있다""며 ""성산과 선흘, 한림, 이호, 대정 등 제주도 곳곳이 난개발과 환경오염으로...",http://www.jejusori.net/news/articleView.html?idxno=311779
2020.02.13.,뉴스제주,"박희수 ""제주, 5차 산업혁명 선도지역 만들 것""","4.15총선에서 제주시갑 선거구에 출마한 더불어민주당 박희수 예비후보가 ""제주를 5차 산업혁명의... 보유 △이념ㆍ지역ㆍ계층 갈등 없는 도민화합 산업 △대규모 일자리 창출 가능성 등을 꼽았다. 박 예비후보는 ""5차...",http://www.newsjeju.net/news/articleView.html?idxno=339802
2020.01.30.,한국일보,제주도ㆍ오리온 ‘제주용암수’ 갈등 일단락,제주용암수의 국내 판매를 놓고 제주도와 오리온 간에 빚어졌던 갈등이 해결 국면을 맞았다. 양측은 제주용암수 국내 판매용을 위한 용암해수 공급량을 1일 300톤으로 제한하는 것으로 잠정 합의했다. 제주도와...,http://www.hankookilbo.com/news/npath/202001301576038815?did=NA
2020.01.21.,노컷뉴스,제주 제2공항 반대 55.9%·찬성 41.1%,"이와 함께 현재 제2공항 갈등 해결을 위해 제주도의회가 추진하는 도민의견 수렴 방안에 대해서 찬성 의견이 76%였고, 12.4%만 반대 의견을 내비쳤다. 이번 여론조사를 의뢰한 제2공항 강행저지 비상도민회의 관계자는...",https://www.nocutnews.co.kr/news/5276770
A11면,경향신문,"제주 ‘이주 열풍’, 8년 만에 시들해졌다","주택 마련 비용이 크게 상승한 데다 인구 증가로 대도시와 다를 바 없는 교통혼잡과 주차난, 일자리 부족, 대규모 개발사업에 따른 환경훼손과 주민갈등 등이 잇따르면서 ‘제주 이주 매력’이 반감된 셈이다....",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202001302128005&code=620117
2020.02.10.,제주의소리,'제주외고 일반고 전환' 공론화 돌입...4월말 결과 도출,"한편, 지난 7일 제주도의회 강충룡·부공남·김창식 의원 등의 주재로 열린 간담회에서 제주외고 학부모·동문 등은 제주외고의 존치를 주장하고 나서면서 갈등을 예고한 바 있다.",http://www.jejusori.net/news/articleView.html?idxno=311706
2020.02.11.,제주의소리,"강은주 민중당 도당위원장, 제주시을 출사표...""평화의섬""","강 위원장은 ""주민갈등, 도민갈등을 부추기면서 제2공항을 짓겠다고 하고, 편을 가르고, 삶의 터전을 파괴하고, 공동체를 무너뜨리고 있다""며 ""성산과 선흘, 한림, 이호, 대정 등 제주도 곳곳이 난개발과 환경오염으로...",http://www.jejusori.net/news/articleView.html?idxno=311779
2020.02.16.,제주일보,'활용 갈등' 옛 원명사 문화공간으로 거듭난다,그런데 사찰 건물 철거를 두고 사찰 측이 보존방안 강구를 요청하면서 갈등이 불거졌다. 이에 제주시는 지난해부터 안전총괄과와 문화예술과가 협업해 갈등 해소방안 강구에 나섰다. 두 부서가 건물 활용방안...,http://www.jejuilbo.net/news/articleView.html?idxno=139490
2020.01.31.,제주의소리,"제2공항 갈등해소특위 부정했던 원희룡, 적극 지원-도민의견 수렴 존중","원희룡 제주지사와 박원철 갈등해소특위위원장 제주 제2공항 제주도의회 갈등해소 특위 존재 자체를 부정하며, 예산지원도 않겠다던 원희룡 제주지사가 적극 협조키로 했다. 특히 제주도는 제2공항 갈등해소 특위에...",http://www.jejusori.net/news/articleView.html?idxno=311313
,KBS언론사,[앵커의 눈] 국책사업 제주제2공항 갈등…지방의회가 해결?,지난해 11월 제주 제2공항 갈등해소를 위한 특별위원회를 출범한 제주도의회는 최근 갈등해소 전문가까지 위촉하며 본격 활동에 나섰습니다. 앞으로 다섯 달 동안 갈등해소와 도민 의견 수렴 방안을 모색할 예정입니다....,http://news.kbs.co.kr/news/view.do?ncd=4354172&ref=A
,KBS언론사,사업은 정부가…갈등 해결은 지방의회가?,제주 제2공항 둘러싼 갈등 왜? 제주 제2공항은 국토교통부에서 추진한 제주 공항인프라 사전타당성용역을 통해 2015년 11월에 현재의 서귀포시 성산읍으로 결정됐다. 여의도 면적 두 배와 맞먹는 545만 ㎡ 규모 부지에...,http://news.kbs.co.kr/news/view.do?ncd=4354430&ref=A
5시간,제민일보,[의정칼럼]청정과 안전이 담보되는 평화제주,"이 시점에서 그간 도민 사회의 갈등도 무의미하다, 자영업과 관광업의 눈물도 바라보아야 하기에 이제야말로 도민 사회의 공고한 협력체계가 중요하다. 다시금 제주의 수놀음정신을 발휘하여 도민 스스로 지켜내야 할...",http://www.jemin.com/news/articleView.html?idxno=643893
